company_name,isin,nse_symbol,nse_company_name,series,sector,industry,macro,basic_industry
Hardwyn India Limited,INE626Z01029,HARDWYN,Hardwyn India Limited,BE,Consumer Durables,Consumer Durables,Consumer Discretionary,Furniture Home Furnishing
Hariom Pipe Industries Limited,INE00EV01017,HARIOMPIPE,Hariom Pipe Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Harrisons  Malayalam Limited,INE544A01019,HARRMALAYA,Harrisons  Malayalam Limited,EQ,Capital Goods,Industrial Products,Industrials,Rubber
Harsha Engineers International Limited,INE0JUS01029,HARSHA,Harsha Engineers International Limited,EQ,Capital Goods,Industrial Products,Industrials,Other Industrial Products
Hathway Cable & Datacom Limited,INE982F01036,HATHWAY,Hathway Cable & Datacom Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
Hatsun Agro Product Limited,INE473B01035,HATSUN,Hatsun Agro Product Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Dairy Products
Havells India Limited,INE176B01034,HAVELLS,Havells India Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Consumer Electronics
Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
HBL Engineering Limited,INE292B01021,HBLENGINE,HBL Engineering Limited,EQ,Capital Goods,Industrial Products,Industrials,Other Industrial Products
HB Stockholdings Limited,INE550B01022,HBSL,HB Stockholdings Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Hindustan Construction Company Limited,INE549A01026,HCC,Hindustan Construction Company Limited,EQ,Construction,Construction,Industrials,Civil Construction
Healthcare Global Enterprises Limited,INE075I01017,HCG,Healthcare Global Enterprises Limited,EQ,Healthcare,Healthcare Services,Healthcare,Hospital
Healthcare Global Enterprises Limited-RE,INE075I20017,HCG-RE,Healthcare Global Enterprises Limited-RE,BE,Healthcare,Healthcare Services,Healthcare,Hospital
HCL Infosystems Limited,INE236A01020,HCL-INSYS,HCL Infosystems Limited,EQ,Information Technology,IT - Hardware,Information Technology,Computers Hardware & Equipments
HCL Technologies Limited,INE860A01027,HCLTECH,HCL Technologies Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
HDB Financial Services Limited,INE756I01012,HDBFS,HDB Financial Services Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
HDFC Asset Management Company Limited,INE127D01025,HDFCAMC,HDFC Asset Management Company Limited,EQ,Financial Services,Capital Markets,Financial Services,Asset Management Company
HDFC Bank Limited,INE040A01034,HDFCBANK,HDFC Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
HDFC Life Insurance Company Limited,INE795G01014,HDFCLIFE,HDFC Life Insurance Company Limited,EQ,Financial Services,Insurance,Financial Services,Life Insurance
Heads UP Ventures Limited,INE759V01019,HEADSUP,Heads UP Ventures Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Trading - Textile Products
HEC Infra Projects Limited,INE558R01013,HECPROJECT,HEC Infra Projects Limited,EQ,Construction,Construction,Industrials,Civil Construction
HEG Limited,INE545A01024,HEG,HEG Limited,EQ,Capital Goods,Industrial Products,Industrials,Electrodes & Refractories
HeidelbergCement India Limited,INE578A01017,HEIDELBERG,HeidelbergCement India Limited,EQ,Construction Materials,Cement & Cement Products,Commodities,Cement & Cement Products
Hemisphere Properties India Limited,INE0AJG01018,HEMIPROP,Hemisphere Properties India Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Heranba Industries Limited,INE694N01015,HERANBA,Heranba Industries Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Heritage Foods Limited,INE978A01027,HERITGFOOD,Heritage Foods Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Dairy Products
Hero MotoCorp Limited,INE158A01026,HEROMOTOCO,Hero MotoCorp Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,2/3 Wheelers
Hester Biosciences Limited,INE782E01017,HESTERBIO,Hester Biosciences Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Hexa Tradex Limited,INE750M01017,HEXATRADEX,Hexa Tradex Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
Hexaware Technologies Limited,INE093A01041,HEXT,Hexaware Technologies Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
HFCL Limited,INE548A01028,HFCL,HFCL Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Telecom - Infrastructure
H.G. Infra Engineering Limited,INE926X01010,HGINFRA,H.G. Infra Engineering Limited,EQ,Construction,Construction,Industrials,Civil Construction
HandsOn Global Management (HGM) Limited,INE596H01014,HGM,HandsOn Global Management (HGM) Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Hinduja Global Solutions Limited,INE170I01016,HGS,Hinduja Global Solutions Limited,EQ,Services,Commercial Services & Supplies,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Hikal Limited,INE475B01022,HIKAL,Hikal Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Highway Infrastructure Limited,INE00RL01028,HILINFRA,Highway Infrastructure Limited,EQ,Services,Transport Infrastructure,Services,Road Assets - Toll Annuity Hybrid-Annuity
Hilton Metal Forging Limited,INE788H01017,HILTON,Hilton Metal Forging Limited,EQ,Capital Goods,Industrial Products,Industrials,Castings & Forgings
Himatsingka Seide Limited,INE049A01027,HIMATSEIDE,Himatsingka Seide Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Hindalco Industries Limited,INE038A01020,HINDALCO,Hindalco Industries Limited,EQ,Metals & Mining,Non - Ferrous Metals,Commodities,Aluminium
Hindustan Composites Limited,INE310C01029,HINDCOMPOS,Hindustan Composites Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Hindcon Chemicals Limited,INE642Y01029,HINDCON,Hindcon Chemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Hindustan Copper Limited,INE531E01026,HINDCOPPER,Hindustan Copper Limited,EQ,Metals & Mining,Non - Ferrous Metals,Commodities,Copper
Hindustan Oil Exploration Company Limited,INE345A01011,HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Exploration & Production
Hindustan Petroleum Corporation Limited,INE094A01015,HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,Oil Gas & Consumable Fuels,Petroleum Products,Energy,Refineries & Marketing
Hindustan Unilever Limited,INE030A01027,HINDUNILVR,Hindustan Unilever Limited,EQ,Fast Moving Consumer Goods,Diversified FMCG,Fast Moving Consumer Goods,Diversified FMCG
Hindware Home Innovation Limited,INE05AN01011,HINDWAREAP,Hindware Home Innovation Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Sanitary Ware
Hindustan Zinc Limited,INE267A01025,HINDZINC,Hindustan Zinc Limited,EQ,Metals & Mining,Non - Ferrous Metals,Commodities,Zinc
Hind Rectifiers Limited,INE835D01023,HIRECT,Hind Rectifiers Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Hisar Metal Industries Limited,INE598C01011,HISARMETAL,Hisar Metal Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Hi-Tech Pipes Limited,INE106T01025,HITECH,Hi-Tech Pipes Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Hitech Corporation Limited,INE120D01012,HITECHCORP,Hitech Corporation Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
The Hi-Tech Gears Limited,INE127B01011,HITECHGEAR,The Hi-Tech Gears Limited,BE,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
HLE Glascoat Limited,INE461D01028,HLEGLAS,HLE Glascoat Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
HLV LIMITED,INE102A01024,HLVLTD,HLV LIMITED,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
HMA Agro Industries Limited,INE0ECP01024,HMAAGRO,HMA Agro Industries Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Meat Products including Poultry
HMT Limited,INE262A01018,HMT,HMT Limited,BZ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Hindustan Media Ventures Limited,INE871K01015,HMVL,Hindustan Media Ventures Limited,EQ,Media Entertainment & Publication,Media,Consumer Discretionary,Print Media
Hindustan Foods Limited,INE254N01026,HNDFDS,Hindustan Foods Limited,EQ,Fast Moving Consumer Goods,Diversified FMCG,Fast Moving Consumer Goods,Diversified FMCG
Home First Finance Company India Limited,INE481N01025,HOMEFIRST,Home First Finance Company India Limited,EQ,Financial Services,Finance,Financial Services,Housing Finance Company
Honasa Consumer Limited,INE0J5401028,HONASA,Honasa Consumer Limited,EQ,Fast Moving Consumer Goods,Personal Products,Fast Moving Consumer Goods,Personal Care
Honeywell Automation India Limited,INE671A01010,HONAUT,Honeywell Automation India Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Honda India Power Products Limited,INE634A01018,HONDAPOWER,Honda India Power Products Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
HP Adhesives Limited,INE0GSL01024,HPAL,HP Adhesives Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Hindprakash Industries Limited,INE05X901010,HPIL,Hindprakash Industries Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Dyes And Pigments
HPL Electric & Power Limited,INE495S01016,HPL,HPL Electric & Power Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Himadri Speciality Chemical Limited,INE019C01026,HSCL,Himadri Speciality Chemical Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Carbon Black
HT Media Limited,INE501G01024,HTMEDIA,HT Media Limited,EQ,Media Entertainment & Publication,Media,Consumer Discretionary,Print Media
Hubtown Limited,INE703H01016,HUBTOWN,Hubtown Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Housing & Urban Development Corporation Limited,INE031A01017,HUDCO,Housing & Urban Development Corporation Limited,EQ,Financial Services,Finance,Financial Services,Financial Institution
Huhtamaki India Limited,INE275B01026,HUHTAMAKI,Huhtamaki India Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Hybrid Financial Services Limited,INE965B01022,HYBRIDFIN,Hybrid Financial Services Limited,EQ,Financial Services,Capital Markets,Financial Services,Stockbroking & Allied
Hyundai Motor India Limited,INE0V6F01027,HYUNDAI,Hyundai Motor India Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,Passenger Cars & Utility Vehicles
Indiabulls Limited,INE126M01010,IBULLSLTD,Indiabulls Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
ICDS Limited,INE613B01010,ICDSLTD,ICDS Limited,BE,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Ice Make Refrigeration Limited,INE520Y01019,ICEMAKE,Ice Make Refrigeration Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
ICICI Prudential Asset Management Company Limited,INE346A01027,ICICIAMC,ICICI Prudential Asset Management Company Limited,EQ,Financial Services,Capital Markets,Financial Services,Asset Management Company
ICICI Bank Limited,INE090A01021,ICICIBANK,ICICI Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
ICICI Lombard General Insurance Company Limited,INE765G01017,ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,Financial Services,Insurance,Financial Services,General Insurance
ICICI Prudential Life Insurance Company Limited,INE726G01019,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,Financial Services,Insurance,Financial Services,Life Insurance
Indo Count Industries Limited,INE483B01026,ICIL,Indo Count Industries Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
ICRA Limited,INE725G01011,ICRA,ICRA Limited,EQ,Financial Services,Capital Markets,Financial Services,Ratings
IDBI Bank Limited,INE008A01015,IDBI,IDBI Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
Vodafone Idea Limited,INE669E01016,IDEA,Vodafone Idea Limited,EQ,Telecommunication,Telecom - Services,Telecommunication,Telecom - Cellular & Fixed line services
Ideaforge Technology Limited,INE349Y01013,IDEAFORGE,Ideaforge Technology Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
IDFC First Bank Limited,INE092T01019,IDFCFIRSTB,IDFC First Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
Indian Energy Exchange Limited,INE022Q01020,IEX,Indian Energy Exchange Limited,EQ,Financial Services,Capital Markets,Financial Services,Exchange and Data Platform
IFB Agro Industries Limited,INE076C01018,IFBAGRO,IFB Agro Industries Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
IFB Industries Limited,INE559A01017,IFBIND,IFB Industries Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Household Appliances
IFCI Limited,INE039A01010,IFCI,IFCI Limited,EQ,Financial Services,Finance,Financial Services,Financial Institution
IFGL Refractories Limited,INE133Y01011,IFGLEXPOR,IFGL Refractories Limited,EQ,Capital Goods,Industrial Products,Industrials,Electrodes & Refractories
Igarashi Motors India Limited,INE188B01013,IGARASHI,Igarashi Motors India Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Indogulf Cropsciences Limited,INE05J901018,IGCL,Indogulf Cropsciences Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
International Gemmological Institute (India) Limited,INE0Q9301021,IGIL,International Gemmological Institute (India) Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Indraprastha Gas Limited,INE203G01027,IGL,Indraprastha Gas Limited,EQ,Oil Gas & Consumable Fuels,Gas,Energy,LPG/CNG/PNG/LNG Supplier
IG Petrochemicals Limited,INE204A01010,IGPL,IG Petrochemicals Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Commodity Chemicals
IIFL Finance Limited,INE530B01024,IIFL,IIFL Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
IIFL Capital Services Limited,INE489L01022,IIFLCAPS,IIFL Capital Services Limited,EQ,Financial Services,Capital Markets,Financial Services,Stockbroking & Allied
Industrial Investment Trust Limited,INE886A01014,IITL,Industrial Investment Trust Limited,EQ,Financial Services,Finance,Financial Services,Investment Company
IKIO Technologies Limited,INE0LOJ01019,IKIO,IKIO Technologies Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Consumer Electronics
Inventurus Knowledge Solutions Limited,INE115Q01022,IKS,Inventurus Knowledge Solutions Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
IL&FS Engineering and Construction Company Limited,INE369I01014,IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,Construction,Construction,Industrials,Civil Construction
IL&FS Transportation Networks Limited,INE975G01012,IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,Construction,Construction,Industrials,Civil Construction
Imagicaaworld Entertainment Limited,INE172N01012,IMAGICAA,Imagicaaworld Entertainment Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Amusement Parks/ Other Recreation
Indian Metals & Ferro Alloys Limited,INE919H01018,IMFA,Indian Metals & Ferro Alloys Limited,EQ,Metals & Mining,Ferrous Metals,Commodities,Ferro & Silica Manganese
India Motor Parts and Accessories Limited,INE547E01014,IMPAL,India Motor Parts and Accessories Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Trading - Auto Components
Impex Ferro Tech Limited,INE691G01015,IMPEXFERRO,Impex Ferro Tech Limited,BZ,Metals & Mining,Ferrous Metals,Commodities,Ferro & Silica Manganese
Insolation Energy Limited,INE0LGX01024,INA,Insolation Energy Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
INCREDIBLE INDUSTRIES LIMITED,INE452L01012,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Indbank Merchant Banking Services Limited,INE841B01017,INDBANK,Indbank Merchant Banking Services Limited,EQ,Financial Services,Capital Markets,Financial Services,Stockbroking & Allied
Indegene Limited,INE065X01017,INDGN,Indegene Limited,EQ,Healthcare,Healthcare Services,Healthcare,Healthcare Research Analytics & Technology
